Title,Address,Price,Description,Contact,Photos,Link,Bedrooms,Bathrooms,Toilets,Parking Spaces
5 bedroom semi-detached duplex for rent,"Idado, Lekki, Lagos",12000000,"Property Description

FOR RENT_ FOR RENT

5 Bedroom Semi Detached Duplex with 1bq available for rent
Location: Idado estate, Idado, Lekki
Rent: ₦12M
Self Service
Agency: 10%
Legal: 10%
Caution: 10%

Features:
All Rooms Ensuite
Spacious living room
Dinning Section
Guest toilet
Wardrobes
Family Lounge
1bq
Jacuzzi
Bath tub
Shower Cubicle
Ample parking Space
5 Car park
Access code Estate
Clean water
Security
Flood free environment
Serene environment
Lots more

Inspection fee ₦5k
For more information, Please Contact Innodia Exploit Ltd on WhatsApp/Call: 09116269299



Property Details
Property Ref: 3057988	Last Updated: 27 Aug 2025	Market Status: Available
Type: Semi-detached Duplex	Bedrooms: 5	Bathrooms: 5
Toilets: 6	Parking Spaces: 5",0911 XXXX,14,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/idado/3057988-5-bedroom-semi-detached-duplex-with-1bq,5,5,6,6
4 bedroom house for rent,"Ikoyi, Lagos",50000000,"Property Description

FOR RENT: Serviced 4-Bedroom Luxury Maisonette with a BQ.

Location: Ikoyi, Lagos, Nigeria

Rent: ₦50million (2 years required)
Refundable caution deposit: ₦5million
Service charge: ₦3.2million
Diesel deposit: ₦750,000
Agency fee: 10%
Legal fee: 10%

Property Features:
* En-suite bedrooms.
* Spacious living room.
* Fully fitted kitchen.
* POP ceiling lighting.
* Bluetooth speakers.
* Balconies.
* Walk-in closet.
* Shower cubicles.
* Air conditioners in all areas.
* Box room.
* Swimming pool.
* Gym.
* Elevator.
* Stand by Generators.
* 24 hours security.
* Internet services.



Property Details
Property Ref: 3035154	Last Updated: 27 Aug 2025	Market Status: Available
Type: House	Bedrooms: 4	Bathrooms: 4
Toilets: 5	Parking Spaces: 3	Servicing: Serviced
Service Charge: ₦3,200,000",0906 XXXX,11,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3035154-serviced-4-bedroom-luxury-maisonette-with-bq,4,4,5,5
3 bedroom flat / apartment for rent,"Bucknor Estate Close To Bstop, Isolo, Lagos",3000000,"Property Description

Only 2 tenants in the building



Property Details
Property Ref: 3057967	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 3	Bathrooms: 3
Toilets: 3	Parking Spaces: 4",0802 XXXX,13,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/isolo/3057967-nicely-finished-3-bedroom-flat-with-private-staircase-2-tenants,3,3,3,3
Office space for rent,"Victoria Island (VI), Lagos",400000,"Property Description

Ref number: v - r - 67

Property description: 335sqm office space

Features:
Air conditioner. Elevator
Ample car park
Security
Standby generator
Toilets and many more

Location: Victoria Island

Rental value: $400,000

Service charge: serviced

Agency (10%)

Legal (10%)

Caution fee (10%)

Other charges: (n/a)

Total package: For more information, kindly call/whatsapp on 09029836793



Property Details
Property Ref: 3057962	Last Updated: 27 Aug 2025	Market Status: Available
Type: Office Space",0803 XXXX,fice space,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3057962-335sqm-office-space,N/A,N/A,N/A,N/A
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",12000000,"Property Description

FOR RENT: Fully Funrnished 2 Bedroom Flat within a Very Quiet and Serene Neighborhood

Location: Ikate, Lekki, Lagos, Nigeria
Rent: ₦12m per annum
Service charge: ₦850,000 per annum (covers water treatment, maintenance of generator, security, sewage evacuation)
Agency fee: 10%
Legal fee: 10%
Refundable caution fee: ₦1.5million

Diesel deposit: ₦140,000 monthly

Generator hours:
Weekdays: 7pm - 1am
5am - 7am

Weekends: 7pm - 1am, 5am - 7am, 12noon - 2pm

Property Features:
- Fully furnished.
- ⁠Fitted kitchen.
- ⁠Dining area.
- ⁠En-suite bedrooms.
- ⁠24hours security and electricity.
- ⁠Good drainage system.
- ⁠Carpark of 2.
- ⁠Shower cubicle.



Property Details
Property Ref: 3035318	Last Updated: 15 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 2	Bathrooms: 2
Toilets: 3	Parking Spaces: 2	Furnishing: Furnished",0906 XXXX,6,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3035318-beautiful-fully-funrnished-2-bedroom-flat,2,2,3,3
5 bedroom detached duplex for rent,"Megamound, Ikota, Lekki, Lagos",27000000,"Property Description

Fully Furnished Smart 5 bedroom detached duplex with pool and gym room

Location: Megamond Estate, Lekki

Price: ₦27m
Agency:10%
Legal: 10%

Features:
- Smart home
- ⁠Smart TVs
- ⁠Large living room
- ⁠Fully furnished
- ⁠Wine bar
- ⁠Ante room
- ⁠Dining room
- ⁠Fitted kitchen
- ⁠Gym room
- ⁠Swimming pool
- ⁠Family lounge
- ⁠En suite bedrooms
- ⁠Ample carpark
- ⁠Inverter
- ⁠Chandeliers
- ⁠Balconies
- ⁠24hrs security
- ⁠Adequate power supply
- ⁠Pantry
- ⁠Walk in closet
- ⁠Jacuzzi
- ⁠Shower cubicle
- ⁠Carport
- ⁠Bq



Property Details
Property Ref: 3035376	Last Updated: 28 Aug 2025	Market Status: Available
Type: Detached Duplex	Bedrooms: 5	Bathrooms: 5
Toilets: 6	Parking Spaces: 4	Furnishing: Furnished",0906 XXXX,13,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikota/3035376-fully-furnished-smart-5-bedroom-detached-duplex-with-pool-and-gym,5,5,6,6
3 bedroom semi-detached duplex for rent,"Lekki Phase 1, Lekki, Lagos",16500000,"Property Description

FOR RENT: Spacious 3-Bedroom Semi-Detached Duplex

Location: Lekki Phase 1, Lagos, Nigeria

Rent: ₦16.5million per annum (2 years required)
Agency fee: 10%
Legal fee: 10%
Refundable caution fee: 10%

Ideal For: Commercial Use

Property features:
* Spacious sitting room.
* En-suite rooms.
* POP ceiling lighting.
* Bathtub and water heater.
* Adequate power supply.
* Ample parking space.



Property Details
Property Ref: 3039766	Last Updated: 27 Aug 2025	Market Status: Available
Type: Semi-detached Duplex	Bedrooms: 3	Bathrooms: 3
Toilets: 4	Parking Spaces: 2",0906 XXXX,9,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/lekki-phase-1/3039766-spacious-3-bedroom-semi-detached-duplex,3,3,4,4
4 bedroom terraced duplex for rent,"Lekki Phase 1, Lekki, Lagos",20000000,"Property Description

Rent 20,000,000
Service Charge 2,250,000
Caution Fee 1,000,000
Agency 2,000,000
Legal 2,000,000
24/7 power supply with 1 room bq, and without swimming pool and gym



Property Details
Property Ref: 3057960	Last Updated: 27 Aug 2025	Market Status: Available
Type: Terraced Duplex	Bedrooms: 4	Bathrooms: 4
Toilets: 5	Parking Spaces: 2	Servicing: Serviced
Service Charge: ₦2,250,000 per annum",0909 XXXX,2,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3057960-24-hours-power-supply-with-1-room-bq-and-without-swimming-pool-and-gym,4,4,5,5
4 bedroom terraced duplex for rent,"Opebi, Ikeja, Lagos",14000000,"Property Description

Brand New tastefully finished 4 BEDROOM terrace duplex
Semi furnished with Ac/ Fridge / washing machine/ microwave wave and Oven.

Rent : 15M yearly

Wase



Property Details
Property Ref: 3057831	Last Updated: 27 Aug 2025	Market Status: Available
Type: Terraced Duplex	Bedrooms: 4	Bathrooms: 4
Toilets: 5",0810 XXXX,5,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikeja/opebi/3057831-4-bedroom-terrace-duplex,4,4,5,N/A
20 bedroom flat / apartment for rent,"Awowolo Way, Ikeja, Lagos",30000000,"Property Description

A very lovely and Spacious 4 units of 3 bedroom flat and 4- units of mini flats located in a serene secured neighbourhood at Ikeja off Awolowo way Ikeja suitable for Co-operate Office, and residential use

Rent: ₦30m per annum on 2 years lease.

Prinz gba



Property Details
Property Ref: 3057955	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 20",0810 XXXX,9,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikeja/3057955-4-units-of-3-bedroom-and-4-mini-flats,20,N/A,N/A,N/A
1 bedroom mini flat (room and parlour) for rent,"Chevron, Lekki, Lagos",470000,"Property Description

Nicely furnished en-suite room in a duplex

Comes exactly as seen in photos with;
Washing Machine
Smart TVs
Dstv
Netflix
Clear, clean and treated water
House cleaning twice weekly
Gated and secured estate with armed police security
Water heaters
Chilling A/Cs
24hrs light (Ekedc & Generator)
Unlimited 24/7 internet WiFi

Parlor and Kitchen Shared!

Service charge covers light, water, security, cleaning, waste disposal and internet.

Rent: ₦350,000
Service charges: ₦120,000
Agency: ₦50,000
Legal: ₦50,000
Caution: ₦50,000

Move in ₦620,000
Subsequently ₦470,000



Property Details
Property Ref: 3022691	Last Updated: 27 Aug 2025	Market Status: Available
Type: Mini Flat (Room and Parlour)	Bedrooms: 1	Bathrooms: 1
Toilets: 1	Parking Spaces: 1	Furnishing: Furnished
Servicing: Serviced	Service Charge: ₦120,000 per month",0703 XXXX,18,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/3022691-luxuriously-furnished-and-serviced-one-bedroom,1,1,1,1
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",12000000,"Property Description

FOR RENT: Fully Funrnished 2 Bedroom Flat within a Very Quiet and Serene Neighborhood

Location: Ikate, Lekki, Lagos, Nigeria
Rent: ₦12m per annum
Service charge: ₦850,000 per annum (covers water treatment, maintenance of generator, security, sewage evacuation)
Agency fee: 10%
Legal fee: 10%
Refundable caution fee: ₦1.5million

Diesel deposit: ₦140,000 monthly

Generator hours:
Weekdays: 7pm - 1am
5am - 7am

Weekends: 7pm - 1am, 5am - 7am, 12noon - 2pm

Property Features:
- Fully furnished.
- ⁠Fitted kitchen.
- ⁠Dining area.
- ⁠En-suite bedrooms.
- ⁠24hours security and electricity.
- ⁠Good drainage system.
- ⁠Carpark of 2.
- ⁠Shower cubicle.



Property Details
Property Ref: 3035318	Last Updated: 15 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 2	Bathrooms: 2
Toilets: 3	Parking Spaces: 2	Furnishing: Furnished",0906 XXXX,6,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3035318-beautiful-fully-funrnished-2-bedroom-flat,2,2,3,3
5 bedroom detached duplex for rent,"Megamound, Ikota, Lekki, Lagos",27000000,"Property Description

Fully Furnished Smart 5 bedroom detached duplex with pool and gym room

Location: Megamond Estate, Lekki

Price: ₦27m
Agency:10%
Legal: 10%

Features:
- Smart home
- ⁠Smart TVs
- ⁠Large living room
- ⁠Fully furnished
- ⁠Wine bar
- ⁠Ante room
- ⁠Dining room
- ⁠Fitted kitchen
- ⁠Gym room
- ⁠Swimming pool
- ⁠Family lounge
- ⁠En suite bedrooms
- ⁠Ample carpark
- ⁠Inverter
- ⁠Chandeliers
- ⁠Balconies
- ⁠24hrs security
- ⁠Adequate power supply
- ⁠Pantry
- ⁠Walk in closet
- ⁠Jacuzzi
- ⁠Shower cubicle
- ⁠Carport
- ⁠Bq



Property Details
Property Ref: 3035376	Last Updated: 28 Aug 2025	Market Status: Available
Type: Detached Duplex	Bedrooms: 5	Bathrooms: 5
Toilets: 6	Parking Spaces: 4	Furnishing: Furnished",0906 XXXX,13,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikota/3035376-fully-furnished-smart-5-bedroom-detached-duplex-with-pool-and-gym,5,5,6,6
3 bedroom semi-detached duplex for rent,"Lekki Phase 1, Lekki, Lagos",16500000,"Property Description

FOR RENT: Spacious 3-Bedroom Semi-Detached Duplex

Location: Lekki Phase 1, Lagos, Nigeria

Rent: ₦16.5million per annum (2 years required)
Agency fee: 10%
Legal fee: 10%
Refundable caution fee: 10%

Ideal For: Commercial Use

Property features:
* Spacious sitting room.
* En-suite rooms.
* POP ceiling lighting.
* Bathtub and water heater.
* Adequate power supply.
* Ample parking space.



Property Details
Property Ref: 3039766	Last Updated: 27 Aug 2025	Market Status: Available
Type: Semi-detached Duplex	Bedrooms: 3	Bathrooms: 3
Toilets: 4	Parking Spaces: 2",0906 XXXX,9,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/lekki-phase-1/3039766-spacious-3-bedroom-semi-detached-duplex,3,3,4,4
4 bedroom terraced duplex for rent,"Lekki Phase 1, Lekki, Lagos",20000000,"Property Description

Rent 20,000,000
Service Charge 2,250,000
Caution Fee 1,000,000
Agency 2,000,000
Legal 2,000,000
24/7 power supply with 1 room bq, and without swimming pool and gym



Property Details
Property Ref: 3057960	Last Updated: 27 Aug 2025	Market Status: Available
Type: Terraced Duplex	Bedrooms: 4	Bathrooms: 4
Toilets: 5	Parking Spaces: 2	Servicing: Serviced
Service Charge: ₦2,250,000 per annum",0909 XXXX,2,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3057960-24-hours-power-supply-with-1-room-bq-and-without-swimming-pool-and-gym,4,4,5,5
4 bedroom terraced duplex for rent,"Opebi, Ikeja, Lagos",14000000,"Property Description

Brand New tastefully finished 4 BEDROOM terrace duplex
Semi furnished with Ac/ Fridge / washing machine/ microwave wave and Oven.

Rent : 15M yearly

Wase



Property Details
Property Ref: 3057831	Last Updated: 27 Aug 2025	Market Status: Available
Type: Terraced Duplex	Bedrooms: 4	Bathrooms: 4
Toilets: 5",0810 XXXX,5,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikeja/opebi/3057831-4-bedroom-terrace-duplex,4,4,5,N/A
20 bedroom flat / apartment for rent,"Awowolo Way, Ikeja, Lagos",30000000,"Property Description

A very lovely and Spacious 4 units of 3 bedroom flat and 4- units of mini flats located in a serene secured neighbourhood at Ikeja off Awolowo way Ikeja suitable for Co-operate Office, and residential use

Rent: ₦30m per annum on 2 years lease.

Prinz gba



Property Details
Property Ref: 3057955	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 20",0810 XXXX,9,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikeja/3057955-4-units-of-3-bedroom-and-4-mini-flats,20,N/A,N/A,N/A
3 bedroom flat / apartment for rent,"Isolo, Lagos",2500000,"Property Description

Smart 3 bedroom flat at the cheapest rental value



Property Details
Property Ref: 3057958	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 3	Bathrooms: 3
Toilets: 4	Parking Spaces: 6",0802 XXXX,12,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/isolo/3057958-give-away-3-bedroom-flat-with-band-a-light,3,3,4,4
4 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",25000000,"Property Description

Beautiful Fully Furnished Serviced 2 Bedroom Apartment With Cinema Within A Secured Estate.

Location: Off Freedom Way, Lekki Phase 1

Rent: ₦25m

Other charges;
Service charge ₦1.3m
Caution fee ₦2.5m
Agency 10%
Legal 10%

Features;
Spacious living room
Fitted kitchen
Ensuite rooms
Cinema
Furnished with modern amenities
24 hours electricity
24 hours security
Clean water
Balconies
Etc



Property Details
Property Ref: 3047196	Last Updated: 21 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 4	Bathrooms: 4
Toilets: 5	Parking Spaces: 2	Furnishing: Furnished
Servicing: Serviced	Service Charge: ₦1,300,000",0906 XXXX,12,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3047196-beautiful-fully-furnished-serviced-2-bedroom-apartment-with-cinema,4,4,5,5
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",10000000,"Property Description

FOR RENT: Serviced 2-Bedroom Apartment with Swimming Pool, Gym, and Game Room

Location: Ikate, Lekki, Lagos, Nigeria

Rent: ₦10million per annum
Legal fee: 10%
Agency fee: 10%
Refundable caution fee: 10%
Service charge: ₦2.1million per annum

Property Features:
* En-suite bedrooms.
* Spacious living room.
* Fully fitted kitchen.
* Chandeliers.
* POP ceiling lightings.
* Air conditioners.
* Shower cubicles.
* Water heaters.
* Suspended WC.
* Balcony.
* 24-hours electricity.
* 24-hours security.
* Guest toilet.
* Ample parking space.
* Good road network.



Property Details
Property Ref: 3047207	Last Updated: 21 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 2	Bathrooms: 2
Toilets: 3	Parking Spaces: 2	Servicing: Serviced
Service Charge: ₦2,100,000 per annum",0906 XXXX,18,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3047207-serviced-2-bedroom-apartment-with-swimming-pool-gym-and-game-room,2,2,3,3
4 bedroom house for rent,"Blenco, Sangotedo, Ajah, Lagos",5000000,"Property Description



Property Details
Property Ref: 3057952	Last Updated: 27 Aug 2025	Market Status: Available
Type: House	Bedrooms: 4	Toilets: 5",0901 XXXX,13,https://nigeriapropertycentre.com/for-rent/houses/lagos/ajah/sangotedo/3057952-4-bedroom-duplex,4,N/A,4,N/A
3 bedroom flat / apartment for rent,"Idado, Lekki, Lagos",5500000,"Property Description

FOR RENT_ FOR RENT

Newly Renovated 3 Bedroom Flat available for rent
Location: Idado estate, Idado, Lekki

Rent: ₦5.5m
Service charge: ₦200,000 p/a
Agency: 10%
Legal: 10%
Caution: 10%
Bring your own generator

Features:
All Rooms Ensuite
Spacious living room
Dinning Section
Guest toilet
Wardrobes
Balconies
Walk way
Shower Cubicle
Access code Estate
Clean water
Security
Lots more

For more information, Please Contact Innodia Exploit Ltd on WhatsApp/Call: 09116269299



Property Details
Property Ref: 3057951	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 3	Bathrooms: 3
Toilets: 4	Parking Spaces: 2	Servicing: Serviced
Service Charge: ₦200,000 per annum",0911 XXXX,17,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/idado/3057951-newly-renovated-3-bedroom-flat,3,3,4,4
Office space for rent,"Victoria Island (VI), Lagos",15000000,"Property Description

250Sqm first floor of a Fully serviced open plan office space
Furniture,
Air conditioning
Security
reception and receptionists
conference rooms ,
toilets ,
kitchen,
wifi
Cafeteria
etc
All inclusive of rent payment
Weekdays :8am-6pm
Weekends 10am-6pm

Except otherwise agreed

At co working facility in the heart Victoria island
.



Property Details
Property Ref: 2961797	Last Updated: 16 Aug 2025	Market Status: Available
Type: Office Space",0706 XXXX,7,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2961797-250sqm-fully-furnished-and-serviced-office-space,N/A,N/A,N/A,N/A
2 bedroom flat / apartment for rent,"Kfarm Estate, Ogba, Ikeja, Lagos",3500000,"Property Description

24hr electricity
Tared
Estate
Good water
Call to enter estate



Property Details
Property Ref: 3056220	Last Updated: 26 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 2	Bathrooms: 2
Toilets: 3	Parking Spaces: 2",0912 XXXX,11,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikeja/ogba/3056220-newly-built-2bedroom,2,2,3,3
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",7000000,"Property Description

Super Spacious 2BR Apartment at Ilasan, Lekki
Rent 7m
Service charge 800k
Diesel deposit 97.5k
Agency 10%
Agreement 10%
Refundable Caution deposit 5%
Running hours of the generator;
7 pm - 12 midnight (5 hours)
5 am - 7 am (2 hours)
12 pm -1 pm (1 hour)



Property Details
Property Ref: 2962301	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 2	Bathrooms: 2
Toilets: 3	Servicing: Serviced	Service Charge: ₦800,000 per annum",0806 XXXX,13,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/2962301-super-spacious-2-bedrooms-apartment,2,2,3,N/A
1 bedroom mini flat (room and parlour) for rent,"Badore, Ajah, Lagos",1500000,"Property Description

Brand New Ensuite 1 Bedrrom Apartment.

Rent ₦1.5m
Legal: 10%
Agency: 10%
Caution: ₦240k
Service Charge: ₦150k



Property Details
Property Ref: 3057927	Last Updated: 27 Aug 2025	Market Status: Available
Type: Mini Flat (Room and Parlour)	Bedrooms: 1	Bathrooms: 1
Toilets: 2	Parking Spaces: 1	Servicing: Serviced
Service Charge: ₦150,000",0807 XXXX,17,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/badore/3057927-luxury-1-bedroom-apartment,1,1,2,2
2 bedroom terraced duplex for rent,"Ikate Elegushi, Lekki, Lagos",10000000,"Property Description

SEMI DIRECT

2 bedroom Duplex for Rent or Lease
Self-serviced
Location: Ikate, Lekki, Lagos

- Annual rent ₦10m
- Agency 10%
- Legal 10%
- Caution 10%
- Utility Bills



Property Details
Property Ref: 3057923	Last Updated: 27 Aug 2025	Market Status: Available
Type: Terraced Duplex	Bedrooms: 2	Toilets: 3",0814 XXXX,11,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate-elegushi/3057923-luxury-2-bedroom-duplex,2,N/A,2,N/A
1 bedroom mini flat (room and parlour) for rent,"Lekki, Oniru, Victoria Island (VI), Lagos",7000000,"Property Description

Rent Alert

One Bedroom Apartment

Location: Lekki right, Oniru

Rent: 7 million

Agency: 10%

Legal: 10%

Caution:10%

Service Charge: 1 million



Property Details
Property Ref: 3057908	Last Updated: 27 Aug 2025	Market Status: Available
Type: Mini Flat (Room and Parlour)	Bedrooms: 1",0814 XXXX,8,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/oniru/3057908-luxury-1bedroom-apartment,1,N/A,N/A,N/A
3 bedroom terraced duplex for rent,"Megamound Estate Ikota, Ikota, Lekki, Lagos",5000000,"Property Description

Well maintain 3bed terrace duplex inside Megamound Estate Ikota Lekki

Rent: 5m
Agency: 10%
Legal:10%
Caution: 10%
Estate Due: 335k
Water Levy: 180k
WasteBin Can: 85k



Property Details
Property Ref: 3057900	Last Updated: 27 Aug 2025	Market Status: Available
Type: Terraced Duplex	Bedrooms: 3	Bathrooms: 3
Toilets: 4	Parking Spaces: 3	Total Area: 500 sqm
Covered Area: 400 sqm",0803 XXXX,1,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikota/3057900-well-maintain-3bed-terrace-duplex-video-available,3,3,4,4
5 bedroom terraced duplex for rent,"Oniru Estate, Oniru, Victoria Island (VI), Lagos",10000000,"Property Description

An Excellent 4 Bedroom Maisonette Terraces Duplex With BQ

Location: Oniru Estate Victori Island Extension ...

RENT: 10M Yearly
LEGAL:10%
AGENCY: 10%
CAUTION: 10%
SERVICE CHARGE: 1m (EXCEPT POWER)



Property Details
Property Ref: 3057896	Last Updated: 27 Aug 2025	Market Status: Available
Type: Terraced Duplex	Bedrooms: 5	Bathrooms: 4
Toilets: 4	Servicing: Serviced	Service Charge: ₦1,000,000 per annum",0802 XXXX,3,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3057896-an-excellent-4-bedroom-maisonette-terraces-duplex-with-bq,5,5,4,N/A
4 bedroom flat / apartment for rent,"Ikoyi, Lagos",30000000,"Property Description

FOR RENT: Luxury Serviced 4 Bedroom Apartment with Gym and Swimming Pool

Location: Ikoyi, Lagos, Nigeria

Rent: ₦30million per annum
Agency fee: 10%
Legal fee: 10%
Refundable caution fee: 5%
Service charge: ₦5.5million per annum
Diesel Deposit: ₦1million

Property Features:
* En-suite bedrooms.
* Spacious living room.
* Fitted spacious kitchen.
* Dining area.
* Air conditioners.
* Balconies.
* Smoke Detectors.
* POP ceiling lighting and chandeliers.
* Jacuzzi and shower cubicles.
* Closets.
* Guest toilet.
* 24-hours electricity.
* 24-hours security.
* Elevator.
* Ample parking space.



Property Details
Property Ref: 3057892	Last Updated: 28 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 4	Bathrooms: 4
Toilets: 5	Parking Spaces: 3	Servicing: Serviced
Service Charge: ₦5,500,000 per annum",0701 XXXX,19,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3057892-luxury-serviced-4-bedroom-apartment-with-gym-and-swimming-pool,4,4,5,5
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos",15000000,"Property Description

Spacious 4 Bedroom Terrace Duplex Up For Rent

LOCATION: IKATE, LEKKI

𝐏𝐑𝐈𝐂𝐄 𝐁𝐑𝐄𝐀𝐊𝐃𝐎𝐖𝐍:
- Annual rent: ₦15,000,000 (₦15M)
- Agency 10%
- Legal 10%
- Caution 10%
- ⁠Self serviced

𝐅𝐞𝐚𝐭𝐮𝐫𝐞𝐬 :
- Well maintained
- ⁠Spacious living area
- ⁠Fully fitted kitchen
- ⁠All rooms en-suite
- Water Heater
- ⁠Well treated water
- ⁠24 Hours Security
- ⁠Constant electricity
- Car port
- Self serviced
- Stamped concrete floor
- Ample parking space (up to 2 cars)
- ⁠Well secure estate



Property Details
Property Ref: 3030257	Last Updated: 22 Aug 2025	Market Status: Available
Type: Terraced Duplex	Bedrooms: 4	Bathrooms: 4
Toilets: 5",0703 XXXX,25,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3030257-spacious-4-bedroom-terrace-duplex,4,4,5,N/A
Office space for rent,"Victoria Island (VI), Lagos",15000000,"Property Description

250Sqm first floor of a Fully serviced open plan office space
Furniture,
Air conditioning
Security
reception and receptionists
conference rooms ,
toilets ,
kitchen,
wifi
Cafeteria
etc
All inclusive of rent payment
Weekdays :8am-6pm
Weekends 10am-6pm

Except otherwise agreed

At co working facility in the heart Victoria island
.



Property Details
Property Ref: 2961797	Last Updated: 16 Aug 2025	Market Status: Available
Type: Office Space",0706 XXXX,7,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2961797-250sqm-fully-furnished-and-serviced-office-space,N/A,N/A,N/A,N/A
2 bedroom flat / apartment for rent,"Kfarm Estate, Ogba, Ikeja, Lagos",3500000,"Property Description

24hr electricity
Tared
Estate
Good water
Call to enter estate



Property Details
Property Ref: 3056220	Last Updated: 26 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 2	Bathrooms: 2
Toilets: 3	Parking Spaces: 2",0912 XXXX,11,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikeja/ogba/3056220-newly-built-2bedroom,2,2,3,3
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",7000000,"Property Description

Super Spacious 2BR Apartment at Ilasan, Lekki
Rent 7m
Service charge 800k
Diesel deposit 97.5k
Agency 10%
Agreement 10%
Refundable Caution deposit 5%
Running hours of the generator;
7 pm - 12 midnight (5 hours)
5 am - 7 am (2 hours)
12 pm -1 pm (1 hour)



Property Details
Property Ref: 2962301	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 2	Bathrooms: 2
Toilets: 3	Servicing: Serviced	Service Charge: ₦800,000 per annum",0806 XXXX,13,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/2962301-super-spacious-2-bedrooms-apartment,2,2,3,N/A
